Name,Reviews,Price,Cuisines,Style,Phone,Link,District,Company KNN,RankingN,Ranking,Rating,Rating_G,Hotel,Tourism,Cafe,Pub,Museum,Restaurant,University,Luas,Company,Liffey,Price Area
Dax Restaurant,985,Expensive,"['French', 'European', 'Contemporary']",European,+353 1 676 1494,/Restaurant_Review-g186605-d1146791-Reviews-Dax_Restaurant-Dublin_County_Dublin.html,2,5.0506420259134766,0.08333333333333333,12,4.5,5,-0.414733161136245,-0.677348571124669,-0.24213175611922413,-0.5001369428694991,-0.5991935256970622,-0.4317675181354729,-0.1371959354319547,-0.8232289656151726,1.2652155420945066,-1.0640075844736439,0.9528086274804286
The Little Pig Speakeasy,169,Average,"['Italian', 'European', 'Vegetarian Friendly']",Italian,+353 1 565 4398,/Restaurant_Review-g186605-d12930262-Reviews-The_Little_Pig_Speakeasy-Dublin_County_Dublin.html,2,3.556946389272198,0.07142857142857142,14,4.5,5,0.5681344211605176,1.2923808363104172,0.9476015011318931,1.0947547355093254,1.3162806815121362,1.0809401859276688,1.9111153111047798,0.5781159704593739,0.47987752143628304,-0.1891762338789225,0.9528086274804286
Keshk Cafe,688,Average,"['Mediterranean', 'Middle Eastern', 'Egyptian']",Middle Eastern,+353 1 667 3002,/Restaurant_Review-g186605-d2480052-Reviews-Keshk_Cafe-Dublin_County_Dublin.html,4,4.47928335330697,0.06666666666666668,15,4.5,5,-0.7194221116482418,-1.1571544524229593,-0.7890252695330443,-0.8843314969729,-0.9606037534723821,-0.8096416603834315,-1.0554044252587675,-1.1117866156880718,1.0311244013213816,-1.0836959153855246,0.034482407838999446
Lavanda Restaurant,179,Average,"['International', 'Mediterranean', 'European']",European,+353 1 671 9420,/Restaurant_Review-g186605-d10769716-Reviews-Lavanda_Restaurant-Dublin_County_Dublin.html,7,3.556946389272198,0.0625,16,4.5,5,-0.8373662215238532,-0.5005779832779306,-1.163215568184605,-0.8907885483023692,-0.9967447762499143,-1.0167457575770245,-1.1260358475531378,-0.638186559878336,-1.9440984846338112,-0.2966101911721446,-0.9991971712943145
JP Mooneys,277,Average,"['Irish', 'Bar', 'Pub']",Irish,+353 1 551 3725,/Restaurant_Review-g186605-d16827337-Reviews-JP_Mooneys-Dublin_County_Dublin.html,2,5.192846058932988,0.05882352941176471,17,4.5,5,0.283102822294457,0.7115631905282764,0.5062488411838978,0.15202524140686308,1.4608447726222644,0.1750111525896146,2.123009577987891,0.10203588705009321,1.302972177703075,-0.5359360732323744,0.9528086274804286
Crow Street Restaurant,281,Average,"['Irish', 'International', 'European']",,+353 1 441 1588,/Restaurant_Review-g186605-d15038602-Reviews-Crow_Street_Restaurant-Dublin_County_Dublin.html,2,3.556946389272198,0.05263157894736842,19,4.5,5,1.2757990804141874,1.1156102484636783,0.9955746163436312,1.6468326241789188,0.9187294309592844,1.4794036243878566,0.781012554394857,-0.6055822747763449,0.08720851110717008,0.8831642459999967,0.9528086274804286
SOUP DRAGON,234,Cheap,"['Cafe', 'International', 'European']",European,+353 1 872 3277,/Restaurant_Review-g186605-d1923786-Reviews-SOUP_DRAGON-Dublin_County_Dublin.html,7,3.556946389272198,0.05,20,4.5,5,0.7352219101509672,0.48428672043961246,0.8900337628778067,0.5911047318107487,0.6296012487390286,0.6643097213978688,0.004066909156784957,0.0056657368326995,-0.2677038636133723,1.4893231327910519,-0.9991971712943145
Urbanity,503,Average,"['Irish', 'European', 'Healthy']",,+353 1 874 7288,/Restaurant_Review-g186605-d9976712-Reviews-Urbanity-Dublin_County_Dublin.html,7,3.556946389272198,0.047619047619047616,21,4.5,5,-0.4835338918970188,-0.22279563094734095,-0.6355113008554792,-0.6228209181294087,-0.5269114801419976,-0.7272844755345175,-0.7022473137869164,1.962461636996879,-1.4230569132355668,1.4893231327910519,-0.9991971712943145
Boco Bar + Oven,294,Average,"['Pizza', 'Pub', 'Gastropub']",Italian,+353 1 873 0128,/Restaurant_Review-g186605-d11915576-Reviews-Boco_Bar_Oven-Dublin_County_Dublin.html,1,3.556946389272198,0.045454545454545456,22,4.5,5,-0.2771316996146983,-0.1975426898263786,-0.49159195522026466,-0.4032811729274651,-0.20164227514420893,-0.4196561674223974,-0.7022473137869164,-0.3104151995458512,-1.339992314896716,-0.524174989641179,-0.7208200393883903
PHX Bistro,928,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 611 1161,/Restaurant_Review-g186605-d3674448-Reviews-PHX_Bistro-Dublin_County_Dublin.html,7,3.556946389272198,0.043478260869565216,23,4.5,5,-0.6702787325334035,-0.7026015122456317,-0.7794306464906965,-0.7745616243719282,-0.6714755712521252,-0.8944211153749609,-0.7022473137869164,0.11682758452532123,-1.7175586709824002,1.4893231327910519,-0.9991971712943145
Restaurant SIX,180,Average,"['Irish', 'European', 'Contemporary']",,+353 1 887 1366,/Restaurant_Review-g186605-d13414303-Reviews-Restaurant_SIX-Dublin_County_Dublin.html,1,2.1403419318582046,0.04166666666666666,24,4.5,5,0.45019031128490644,0.30751613259287414,-0.5587543165166984,-0.37422444194485505,0.08748590707604727,-0.2985426602916411,-0.49035304690380616,1.962461636996879,-0.8567073791070403,-0.5826242092375886,-0.7208200393883903
Mr Fox Restaurant,444,Average,"['Irish', 'International', 'Central European']",,+353 1 874 7778,/Restaurant_Review-g186605-d11804698-Reviews-Mr_Fox_Restaurant-Dublin_County_Dublin.html,1,4.309885538520337,0.04,25,4.5,5,0.23395944317961873,0.08023966250421014,-0.5203758243473079,-0.4420234809042789,-0.20164227514420893,-0.3760553048553252,-0.772878736081287,0.40782578677836195,-1.2267224080710109,-0.6485343251799721,-0.7208200393883903
The Vintage Kitchen,2041,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 679 8705,/Restaurant_Review-g186605-d3873866-Reviews-The_Vintage_Kitchen-Dublin_County_Dublin.html,2,4.227597551454314,0.038461538461538464,26,4.5,5,0.6860785310361293,0.7620690727702025,0.4103026107604213,0.3683364609440714,0.5211781804064318,0.18106682794615203,0.6397497098061162,0.012160246956045612,1.3105235048247883,1.4893231327910519,0.9528086274804286
Lovinspoon,376,Cheap,"['Irish', 'Cafe', 'European']",,+353 86 360 5653,/Restaurant_Review-g186605-d3337240-Reviews-Lovinspoon-Dublin_County_Dublin.html,1,2.1403419318582046,0.037037037037037035,27,4.5,5,-0.021586128217540024,-0.5510838655198558,-0.9809177303799987,-0.8972455996318378,-0.4907704573644656,-0.9525555987977237,-0.9847730029643973,-0.6078335230333872,-1.5363268200612719,-0.8824421110424768,-0.7208200393883903
F.X. Buckley Steakhouse Temple Bar,3175,Average,"['Steakhouse', 'Irish', 'European']",Steakhouse,+353 1 671 1248,/Restaurant_Review-g186605-d804494-Reviews-F_X_Buckley_Steakhouse_Temple_Bar-Dublin_County_Dublin.html,2,3.556946389272198,0.03448275862068965,29,4.5,5,1.2561417287682515,1.2166220129475296,0.9859799933012832,1.6048617905373697,0.9187294309592844,1.4600254632469354,0.781012554394857,-0.5453029498610064,0.12496514671573929,1.2840355709418267,0.9528086274804286
Etto,522,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 678 8872,/Restaurant_Review-g186605-d5322567-Reviews-Etto-Dublin_County_Dublin.html,2,5.410361813160229,0.03333333333333333,30,4.5,5,-0.1591875897390867,-0.39956621879408,0.26638326512520494,-0.03522924714773584,0.5573192031839642,0.05510878053016611,0.2865925983342656,-0.7895830837365423,1.461550047259062,-0.9183949151135671,0.9528086274804286
The Blind Pig Speakeasy,1000,Average,"['Italian', 'European', 'Vegetarian Friendly']",Italian,+353 1 565 4700,/Restaurant_Review-g186605-d6849117-Reviews-The_Blind_Pig_Speakeasy-Dublin_County_Dublin.html,2,3.556946389272198,0.03225806451612903,31,4.5,5,0.6074491244523886,1.2923808363104172,0.928412255047197,1.0947547355093254,1.280139658734605,1.0203834323622911,2.123009577987891,0.3974656918148905,0.4647748671928561,-0.047592762726347174,0.9528086274804286
Beanhive,1250,Cheap,"['Quick Bites', 'Irish', 'Cafe']",Irish,+353 1 677 4685,/Restaurant_Review-g186605-d6522141-Reviews-Beanhive-Dublin_County_Dublin.html,2,4.70809196841936,0.030303030303030307,33,4.5,5,0.24378811900258646,0.48428672043961246,0.6981413020308527,0.43613549990349443,0.8825884081817524,0.6449315602569472,1.063538243572337,0.4504302222461202,0.9405084758608172,-0.7437655578040715,0.9528086274804286
One Society,85,Average,"['Italian', 'Irish', 'Pizza']",Italian,+353 1 537 5261,/Restaurant_Review-g186605-d15360635-Reviews-One_Society-Dublin_County_Dublin.html,1,2.1403419318582046,0.029411764705882363,34,5.0,5,0.18481606406478043,-0.5005779832779306,-0.923349992125912,-0.7132196367419736,-0.4184884118094012,-0.7260733404632097,-0.772878736081287,-0.26447824808520737,-0.4866923501430694,-0.6186032742580204,-0.7208200393883903
SOLE Seafood and Grill,698,Expensive,"['Irish', 'Seafood', 'European']",Seafood,+353 1 544 2300,/Restaurant_Review-g186605-d13536271-Reviews-SOLE_Seafood_and_Grill-Dublin_County_Dublin.html,2,3.7376370649439807,0.028571428571428567,35,4.5,5,0.6467638277442592,0.9640926017379032,1.3026025536987587,1.291694801058128,0.8103063626266884,1.317111524832643,1.4166953550441885,-0.3492817471363148,0.3590562874888638,-0.3044670728157228,0.9528086274804286
Pearl Brasserie,1108,Expensive,"['French', 'Irish', 'European']",,+353 1 661 3572,/Restaurant_Review-g186605-d786211-Reviews-Pearl_Brasserie-Dublin_County_Dublin.html,2,5.410361813160229,0.027777777777777776,36,4.5,5,-0.16901626556205443,-0.4248191599150426,0.22800477295581448,-0.04168629847720528,0.4850371576288998,-0.0018145678212887874,0.2865925983342656,-0.8257811446014363,1.5219606642327717,-0.9154495338708344,0.9528086274804286
Eatokyo Asian Street Food,68,Average,"['Japanese', 'Sushi', 'Vegetarian Friendly']",Asian,+353 1 878 2612,/Restaurant_Review-g186605-d15319186-Reviews-Eatokyo_Asian_Street_Food-Dublin_County_Dublin.html,1,2.1403419318582046,0.027027027027027032,37,5.0,5,1.3839145144668317,0.6105514260444257,0.10327467340529378,0.10036883077111106,-0.0570781840340815,0.14473277580692537,0.21596117603989565,1.166184738104468,0.38926159597571863,0.4497972272297312,-0.7208200393883903
Queen of Tarts,124,Average,"['Cafe', 'European', 'Vegetarian Friendly']",European,+353 1 670 7499,/Restaurant_Review-g186605-d14775134-Reviews-Queen_of_Tarts-Dublin_County_Dublin.html,8,3.556946389272198,0.02631578947368421,38,4.5,5,0.7941939650887732,0.6358043671653889,0.7365197942002426,0.6976460787469858,0.8103063626266884,0.6461426953282552,-0.06656451313758542,-0.6665160609336215,-0.2752551907350848,1.4893231327910519,-1.589658273373694
Red Torch Ginger,1622,Average,"['Asian', 'Thai', 'Contemporary']",Asian,+353 1 677 3363,/Restaurant_Review-g186605-d799247-Reviews-Red_Torch_Ginger-Dublin_County_Dublin.html,2,3.556946389272198,0.025,40,4.5,5,1.0399108606629637,1.1408631895846413,1.1394939619788471,1.579033585219495,1.0632935220694126,1.404313249966788,1.4873267773385586,-0.3104151995458512,0.32129965188029597,0.1331851287564187,0.9528086274804286
Mister S,81,Average,"['Irish', 'European', 'Grill']",,+353 1 683 5555,/Restaurant_Review-g186605-d19043000-Reviews-Mister_S-Dublin_County_Dublin.html,2,4.70809196841936,0.02325581395348837,43,5.0,5,-0.34593243037547167,-0.6520956300037063,-0.031050049187574962,-0.35485328795644827,-0.5269114801419976,-0.1931739090878839,0.004066909156784957,0.07325566119331511,0.14761912808088062,-1.0097556803764063,0.9528086274804286
Restaurant Patrick Guilbaud,1306,Expensive,"['French', 'European', 'Vegetarian Friendly']",European,+353 1 676 4192,/Restaurant_Review-g186605-d693140-Reviews-Restaurant_Patrick_Guilbaud-Dublin_County_Dublin.html,2,5.410361813160229,0.022727272727272728,44,4.5,5,-0.1395302380931521,-0.39956621879408,0.26638326512520494,-0.07720008078928414,0.4127551120738359,-0.03572634981790074,0.1453297537455253,-0.8443153921835855,1.5597172998413402,-0.9063940337079031,0.9528086274804286
Forest Avenue,416,Expensive,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 667 8337,/Restaurant_Review-g186605-d5292797-Reviews-Forest_Avenue-Dublin_County_Dublin.html,4,4.47928335330697,0.021739130434782608,46,4.5,5,-0.8668522489927563,-1.2076603346648844,-0.9329446151682596,-0.9327593819439164,-1.1051678445825106,-0.9041101959454211,-0.843510158375657,-0.795193433196786,0.4949801756797104,-1.14651942606889,0.034482407838999446
The Sussex,764,Average,"['Steakhouse', 'Irish', 'European']",Steakhouse,+353 1 538 8100,/Restaurant_Review-g186605-d1943932-Reviews-The_Sussex-Dublin_County_Dublin.html,4,4.47928335330697,0.02083333333333333,48,4.5,5,-0.8668522489927563,-1.2076603346648844,-0.9617284842953032,-0.9521305359323237,-1.1413088673600427,-0.9222772220150346,-0.9141415806700272,-0.7780853305217215,0.3968129230974321,-1.1511416736125453,0.034482407838999446
Pickle,717,Average,"['Indian', 'Asian', 'Vegetarian Friendly']",Indian,+353 1 555 7755,/Restaurant_Review-g186605-d10004867-Reviews-Pickle-Dublin_County_Dublin.html,2,4.70809196841936,0.020408163265306117,49,4.5,5,-0.44421918860514825,-0.677348571124669,-0.031050049187574962,-0.4258808525806069,-0.5269114801419976,-0.25978633800979933,-0.20782735772632596,0.461382209894612,0.1098624924723128,-1.0348439816438568,0.9528086274804286
TGI Fridays,1041,Average,"['American', 'Bar', 'Central American']",American,+353 1 672 8975,/Restaurant_Review-g186605-d3832757-Reviews-TGI_Fridays-Dublin_County_Dublin.html,2,4.70809196841936,0.02,50,4.0,4,0.23395944317961873,0.5600455438025005,0.9092230089625023,0.5265342185160614,0.9548704537368168,0.7066994488936328,1.2754325104554483,1.962461636996879,0.7592766249396893,-0.6995852442568414,0.9528086274804286
The Little Kitchen,498,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 6697844,/Restaurant_Review-g186605-d8457840-Reviews-The_Little_Kitchen-Dublin_County_Dublin.html,4,2.296336391197892,0.0196078431372549,51,4.5,5,-0.9356529797535296,-1.308672099148735,-1.0864585838458232,-1.003786946568075,-1.2497319356926386,-1.0106900822204865,-0.9847730029643973,-0.795193433196786,0.16272178232430803,-1.1653731883238239,0.034482407838999446
Las Tapas de Lola,1216,Average,"['Mediterranean', 'European', 'Spanish']",European,+353 1 424 4100,/Restaurant_Review-g186605-d4234586-Reviews-Las_Tapas_de_Lola-Dublin_County_Dublin.html,2,4.70809196841936,0.019230769230769232,52,4.5,5,0.07670063001213655,-0.17228974870541622,0.1704370347017275,-0.028772195818267707,0.08748590707604727,0.11445439902423614,0.781012554394857,-0.5580087267029995,0.15517045520259362,-0.8922129776567778,0.9528086274804286
Damascus Gate,730,Average,"['Lebanese', 'Mediterranean', 'Middle Eastern']",Middle Eastern,+353 1 475 2000,/Restaurant_Review-g186605-d3814223-Reviews-Damascus_Gate-Dublin_County_Dublin.html,2,2.398029109025621,0.018867924528301886,53,4.5,5,-0.8275375457008857,-0.9551309234552581,-0.19415864090748566,-0.571164507493657,-0.7798986395847218,-0.44145659870593323,-0.3490902023150658,0.6958101986743515,0.11741381959402582,-1.0707676018061079,0.9528086274804286
The Bakehouse,866,Average,"['Irish', 'Cafe', 'European']",,+353 1 873 4279,/Restaurant_Review-g186605-d2201173-Reviews-The_Bakehouse-Dublin_County_Dublin.html,2,2.398029109025621,0.018518518518518517,54,4.5,5,-0.847194897346821,-1.0308897468181457,-0.2805102482886146,-0.6163638667999396,-0.7798986395847218,-0.47900178591646725,-0.6316158914925465,0.6958101986743515,0.1098624924723128,-1.0769354637535271,0.9528086274804286
I Monelli,590,Average,"['Italian', 'Mediterranean', 'European']",Italian,+353 1 454 6057,/Restaurant_Review-g186605-d6542415-Reviews-I_Monelli-Dublin_County_Dublin.html,8,2.3714179635189905,0.017857142857142856,56,4.5,5,-1.3779433917870725,-1.6874662159631748,-1.1728101912269528,-1.0715859855274987,-1.0328857990274467,-1.0833581864989401,-0.843510158375657,-0.8685862722310176,-1.339992314896716,-1.1359044862631145,-1.589658273373694
Wuff,641,Average,"['Irish', 'Cafe', 'International']",,+353 1 633 7959,/Restaurant_Review-g186605-d3387184-Reviews-Wuff-Dublin_County_Dublin.html,7,1.6895028538020893,0.017543859649122806,57,4.5,5,-0.7489081391171446,-0.8036132767294819,-1.000106976464694,-0.8875600226376344,-0.6714755712521252,-0.9828339755804126,-0.9847730029643973,-0.30232134118165155,-1.9440984846338112,1.4893231327910519,-0.9991971712943145
Green Nineteen,718,Average,"['Irish', 'Bar', 'Cafe']",Irish,+353 1 478 9626,/Restaurant_Review-g186605-d1604392-Reviews-Green_Nineteen-Dublin_County_Dublin.html,2,4.70809196841936,0.017241379310344827,58,4.5,5,-0.17884494138502174,-0.5763368066408179,-0.011860803102878858,-0.20311258171392818,-0.34620636625433726,-0.11929466973812304,0.2865925983342656,-0.16602820895690998,0.16272178232430803,-0.9845477444829143,0.9528086274804286
Darwins Restaurant,1126,Average,"['Steakhouse', 'Irish', 'International']",Steakhouse,+353 1 475 7511,/Restaurant_Review-g186605-d2296705-Reviews-Darwins_Restaurant-Dublin_County_Dublin.html,8,3.7376370649439807,0.016666666666666666,60,4.5,5,0.617277800275356,0.5600455438025005,1.0723316006824122,0.700874604411721,0.8103063626266884,0.8496133873079251,0.781012554394857,-0.5918291945151414,0.15517045520259362,-0.37720575054742994,-1.589658273373694
Sheehan's,818,Average,"['Irish', 'Bar', 'Pub']",Irish,+353 1 677 1914,/Restaurant_Review-g186605-d715997-Reviews-Sheehan_s-Dublin_County_Dublin.html,2,3.7376370649439807,0.016129032258064516,62,4.5,5,0.4600189871078742,0.93883966061694,1.177872454148238,0.9365569779373364,1.0994345448469447,1.0542952143589035,1.5579581996329286,0.14725221345541092,0.6233527367488427,-0.549945604109379,0.9528086274804286
Ginger Man,780,Average,"['Irish', 'Bar', 'Pub']",Irish,+353 1 676 6388,/Restaurant_Review-g186605-d696230-Reviews-Ginger_Man-Dublin_County_Dublin.html,2,4.775867576613491,0.015873015873015872,63,4.5,5,-0.17884494138502174,0.20650436810902287,0.07449080427825007,-0.23862636402600748,0.5573192031839642,-0.33729898257348334,0.8516439766892269,-0.8762749198110552,1.2425615607293654,-0.5409945736318061,0.9528086274804286
Amuse Restaurant,337,Expensive,"['European', 'Vegetarian Friendly', 'Gluten Free Options']",European,+353 1 639 4889,/Restaurant_Review-g186605-d6845328-Reviews-Amuse_Restaurant-Dublin_County_Dublin.html,2,4.70809196841936,0.015625,64,4.5,5,0.2143020915336832,0.48428672043961246,0.6693574329038089,0.37479351227354,0.9187294309592844,0.5734745910498015,1.063538243572337,0.29976945951687023,0.9556111301042451,-0.7589812837107217,0.9528086274804286
Bunsen,1245,Cheap,"['American', 'Fast food', 'Gluten Free Options']",American,+353 1 552 5408,/Restaurant_Review-g186605-d4310813-Reviews-Bunsen-Dublin_County_Dublin.html,6,2.2648231925716202,0.015151515151515154,66,4.5,5,-1.7612617488828104,-1.9905015094147263,-1.7964606889795545,-1.5784645148908094,-1.9364113684657476,-1.4915107055295878,-1.6204558036137289,-0.5824198255175377,-1.581634782791554,-1.2527411287300523,-1.253234215424168
Eatokyo Noodles and Sushi Bar,323,Average,"['Japanese', 'Sushi', 'Asian']",Asian,+353 1 534 8576,/Restaurant_Review-g186605-d10301565-Reviews-Eatokyo_Noodles_and_Sushi_Bar-Dublin_County_Dublin.html,2,3.556946389272198,0.01492537313432836,67,4.5,5,1.354428486997928,1.191369071826566,1.081926223724761,1.349808263023348,1.0632935220694126,1.2274875295558838,0.35722402062863595,-0.07391862902305793,0.09475983822888494,1.4893231327910519,0.9528086274804286
The Old Storehouse Bar & Restaurant,4332,Average,"['Irish', 'Bar', 'European']",,+353 1 607 4003,/Restaurant_Review-g186605-d2338313-Reviews-The_Old_Storehouse_Bar_Restaurant-Dublin_County_Dublin.html,2,3.556946389272198,0.014705882352941175,68,4.5,5,1.3052851078830903,1.3428867185523414,0.9955746163436312,1.5370627515779471,1.0632935220694126,1.3449676314727173,0.9929068212779676,-0.24239172564023073,0.14006780095916668,1.4893231327910519,0.9528086274804286
Platform 61,433,Average,"['Irish', 'European', 'Healthy']",,+353 1 558 3932,/Restaurant_Review-g186605-d8626951-Reviews-Platform_61-Dublin_County_Dublin.html,2,3.7376370649439807,0.014492753623188406,69,4.5,5,0.5681344211605176,0.7873220138911645,1.2738186845717159,1.0915262098445906,0.7741653398491569,1.197209152773195,1.134169665866708,-0.37857537657427204,0.3968129230974321,-0.382828912757556,0.9528086274804286
IL VICOLETTO,1744,Average,"['Italian', 'Steakhouse', 'Seafood']",Steakhouse,+353 1 670 8633,/Restaurant_Review-g186605-d1485765-Reviews-IL_VICOLETTO-Dublin_County_Dublin.html,2,3.556946389272198,0.014285714285714284,70,4.5,5,1.2856277562371548,1.267127895189454,0.9476015011318931,1.6080903162021045,0.7741653398491569,1.4406473021060147,0.781012554394857,-0.5478718017456816,0.11741381959402582,1.2505122254056125,0.9528086274804286
Devitt's Pub,385,Cheap,"['Irish', 'Bar', 'Pub']",Irish,+353 1 475 3414,/Restaurant_Review-g186605-d1596199-Reviews-Devitt_s_Pub-Dublin_County_Dublin.html,8,4.70809196841936,0.014084507042253518,71,4.5,5,-0.1395302380931521,-0.5763368066408179,-0.04064467222992213,-0.17405585073131877,-0.34620636625433726,-0.0793272123849728,0.35722402062863595,-0.3567492215258273,-0.010958741475106885,-0.9679324715339394,-1.589658273373694
F.X. Buckley Steakhouse at The Bull & Castle,1916,Average,"['Steakhouse', 'Irish', 'Bar']",Steakhouse,+353 1 475 1122,/Restaurant_Review-g186605-d809965-Reviews-F_X_Buckley_Steakhouse_at_The_Bull_Castle-Dublin_County_Dublin.html,8,3.7376370649439807,0.013888888888888888,72,4.5,5,0.6467638277442592,0.28226319147191176,0.5734112024803324,0.32959415296725786,1.0994345448469447,0.3542591431431336,0.1453297537455253,-0.7109244679932585,-0.4187304060476454,1.0491154769269875,-1.589658273373694
Umi Falafel,1008,Cheap,"['Lebanese', 'Fast food', 'Mediterranean']",Middle Eastern,+353 1 670 6866,/Restaurant_Review-g186605-d5003310-Reviews-Umi_Falafel-Dublin_County_Dublin.html,6,2.292463506428602,0.0136986301369863,73,4.5,5,-1.8497198312895191,-2.015754450535689,-1.719703704640773,-1.610749771538154,-1.9364113684657476,-1.4733436794599744,-1.7617186482024694,-0.9368682003973212,-1.7704179608343962,-1.2266403655401066,-1.253234215424168
Fish Shack Cafe,1414,Average,"['Irish', 'Seafood', 'European']",Seafood,+353 1 544 0700,/Restaurant_Review-g186605-d10093910-Reviews-Fish_Shack_Cafe-Dublin_County_Dublin.html,2,3.556946389272198,0.013513513513513514,74,4.5,5,1.1971696738304463,0.6358043671653889,1.0627369776400661,1.001127491232026,0.7741653398491569,0.9356039773707622,0.35722402062863595,-0.4908076526543071,-0.09402333981395737,1.4893231327910519,0.9528086274804286
