Name,Reviews,Price,Cuisines,Style,Phone,Link,RankingN,Ranking,Rating,Hotel,Tourism,University,Cafe,Pub,Luas,Museum,Restaurant,Company,Company KNN,Liffey,District,Price Area,Rating_G
Dax Restaurant,985,Expensive,"['French', 'European', 'Contemporary']",European,+353 1 676 1494,/Restaurant_Review-g186605-d1146791-Reviews-Dax_Restaurant-Dublin_County_Dublin.html,0.08333333333333333,12,4.5,2.188375859350495,1.6349428223023366,1.9316906082326637,2.5121031714401534,1.734483958603523,0.6454558346398199,1.9359046255927568,1.918925202618896,3.8549354872026806,5.0506420259134766,0.4226177286018733,2,4.988359627447253,5
The Little Pig Speakeasy,169,Average,"['Italian', 'European', 'Vegetarian Friendly']",Italian,+353 1 565 4398,/Restaurant_Review-g186605-d12930262-Reviews-The_Little_Pig_Speakeasy-Dublin_County_Dublin.html,0.07142857142857142,14,4.5,3.1697103254269496,3.5968742090651404,4.006469409667747,3.7055928007833683,3.3665507691752192,2.0059375938806387,3.8718092511855136,3.4533282615631986,3.1013390761705777,3.556946389272198,1.3115399050668546,2,4.988359627447253,5
Keshk Cafe,688,Average,"['Mediterranean', 'Middle Eastern', 'Egyptian']",Middle Eastern,+353 1 667 3002,/Restaurant_Review-g186605-d2480052-Reviews-Keshk_Cafe-Dublin_County_Dublin.html,0.06666666666666668,15,4.5,1.8841621748667936,1.157036458860115,1.0016173524169367,1.9634829385969013,1.3413342613200578,0.3653125170971283,1.5706396018960107,1.5356315641956595,3.6303057877604186,4.47928335330697,0.40261227960504203,4,4.262322752328455,5
Lavanda Restaurant,179,Average,"['International', 'Mediterranean', 'European']",European,+353 1 671 9420,/Restaurant_Review-g186605-d10769716-Reviews-Lavanda_Restaurant-Dublin_County_Dublin.html,0.0625,16,4.5,1.7664020389376192,1.8110135877810496,0.9300732558157268,1.5881112003357292,1.3347267033825203,0.8251024093055829,1.534113099526336,1.3255571662136931,0.7753347690426444,3.556946389272198,1.2023755191787466,7,3.4450864854590377,5
JP Mooneys,277,Average,"['Irish', 'Bar', 'Pub']",Irish,+353 1 551 3725,/Restaurant_Review-g186605-d16827337-Reviews-JP_Mooneys-Dublin_County_Dublin.html,0.05882352941176471,17,4.5,2.8851233302647783,3.018355979635083,4.221101699471377,3.262846647962498,2.4018473102947837,1.5437399916039936,4.017915260664212,2.5344063335485165,3.891166083886916,5.192846058932988,0.9591948377585436,2,4.988359627447253,5
Crow Street Restaurant,281,Average,"['Irish', 'International', 'European']",,+353 1 441 1588,/Restaurant_Review-g186605-d15038602-Reviews-Crow_Street_Restaurant-Dublin_County_Dublin.html,0.05263157894736842,19,4.5,3.8762711410019977,3.420803443586427,2.8617638640483904,3.753717382611723,3.931496972834653,0.8567559544196078,3.470017725119093,3.857506489259497,2.7245408706545255,3.556946389272198,2.401152471691788,2,4.988359627447253,5
SOUP DRAGON,234,Cheap,"['Cafe', 'International', 'European']",European,+353 1 872 3277,/Restaurant_Review-g186605-d1923786-Reviews-SOUP_DRAGON-Dublin_County_Dublin.html,0.05,20,4.5,3.3365371846599468,2.7919792811624515,2.074778801435083,3.6478433025893415,2.8511612500473147,1.4501799921128424,3.1778057061616964,3.0307224550965537,2.3839732618227103,3.556946389272198,3.0170747023749853,7,3.4450864854590377,5
Urbanity,503,Average,"['Irish', 'European', 'Healthy']",,+353 1 874 7288,/Restaurant_Review-g186605-d9976712-Reviews-Urbanity-Dublin_County_Dublin.html,0.047619047619047616,21,4.5,2.1196824467251427,2.0876962192475994,1.3593378354229857,2.1174816004476393,1.6089403577903156,3.349915781780666,2.0089576303321066,1.6191699212879034,1.2753170032850971,3.556946389272198,3.0170747023749853,7,3.4450864854590377,5
Boco Bar + Oven,294,Average,"['Pizza', 'Pub', 'Gastropub']",Italian,+353 1 873 0128,/Restaurant_Review-g186605-d11915576-Reviews-Boco_Bar_Oven-Dublin_County_Dublin.html,0.045454545454545456,22,4.5,2.3257626846011985,2.112849185744558,1.3593378354229857,2.2618553459327053,1.8335973276665816,1.143315966478043,2.3376961516591788,1.9312102551324613,1.3550243159904158,3.556946389272198,0.9711453560114214,1,3.665173921307736,5
PHX Bistro,928,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 611 1161,/Restaurant_Review-g186605-d3674448-Reviews-PHX_Bistro-Dublin_County_Dublin.html,0.043478260869565216,23,4.5,1.9332288981706165,1.6097898558053774,1.3593378354229857,1.9731078549625725,1.4536627462581908,1.5581003636189146,1.8628516208534083,1.4496361966007023,0.9927183491480588,3.556946389272198,3.0170747023749853,7,3.4450864854590377,5
Restaurant SIX,180,Average,"['Irish', 'European', 'Contemporary']",,+353 1 887 1366,/Restaurant_Review-g186605-d13414303-Reviews-Restaurant_SIX-Dublin_County_Dublin.html,0.04166666666666666,24,4.5,3.0519501894977754,2.6159085156837385,1.5739701252266147,2.194480931373008,1.863331338385499,3.349915781780666,2.629908170616576,2.0540607802681143,1.8187759535486328,2.1403419318582046,0.9117547003599074,1,3.665173921307736,5
Mr Fox Restaurant,444,Average,"['Irish', 'International', 'Central European']",,+353 1 874 7778,/Restaurant_Review-g186605-d11804698-Reviews-Mr_Fox_Restaurant-Dublin_County_Dublin.html,0.04,25,4.5,2.8360566069609554,2.389531817211107,1.2877937388217755,2.232980596835692,1.793951980041358,1.840613066912454,2.3376961516591788,1.9754364441812964,1.463716106043123,4.309885538520337,0.8447829764102188,1,3.665173921307736,5
The Vintage Kitchen,2041,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 679 8705,/Restaurant_Review-g186605-d3873866-Reviews-The_Vintage_Kitchen-Dublin_County_Dublin.html,0.038461538461538464,26,4.5,3.2874704613561243,3.068661912629002,2.7186756708459705,3.166597484305788,2.6232005012022808,1.456485122513333,3.068226199052672,2.5405488598052988,3.898412203223763,4.227597551454314,3.0170747023749853,2,4.988359627447253,5
Lovinspoon,376,Cheap,"['Irish', 'Cafe', 'European']",,+353 86 360 5653,/Restaurant_Review-g186605-d3337240-Reviews-Lovinspoon-Dublin_County_Dublin.html,0.037037037037037035,27,4.5,2.5809096457810767,1.7607076547871316,1.0731614490181465,1.7709846112834795,1.3281191454449834,0.8545703524950679,2.045484132701781,1.3906679445355892,1.1666252132323902,2.1403419318582046,0.6071076599510501,1,3.665173921307736,5
F.X. Buckley Steakhouse Temple Bar,3175,Average,"['Steakhouse', 'Irish', 'European']",Steakhouse,+353 1 671 1248,/Restaurant_Review-g186605-d804494-Reviews-F_X_Buckley_Steakhouse_Temple_Bar-Dublin_County_Dublin.html,0.03448275862068965,29,4.5,3.856644451680468,3.5214153095742637,2.8617638640483904,3.7440924662460517,3.8885478462406597,0.9152775360056464,3.470017725119093,3.837850405237792,2.7607714673387616,3.556946389272198,2.8084805931719403,2,4.988359627447253,5
Etto,522,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 678 8872,/Restaurant_Review-g186605-d5322567-Reviews-Etto-Dublin_County_Dublin.html,0.03333333333333333,30,4.5,2.443522820530373,1.9116254537688857,2.360955187839922,3.022223738820721,2.2102281301062043,0.6781206035993251,3.104752701422347,2.41278431366422,4.043334589960706,5.410361813160229,0.5705757674632393,2,4.988359627447253,5
The Blind Pig Speakeasy,1000,Average,"['Italian', 'European', 'Vegetarian Friendly']",Italian,+353 1 565 4700,/Restaurant_Review-g186605-d6849117-Reviews-The_Blind_Pig_Speakeasy-Dublin_County_Dublin.html,0.03225806451612903,31,4.5,3.2089637040700083,3.5968742090651404,4.221101699471377,3.6863429680520268,3.3665507691752192,1.830555072011293,3.83528274881584,3.3919029989953726,3.086846837496884,3.556946389272198,1.4554038478060525,2,4.988359627447253,5
Beanhive,1250,Cheap,"['Quick Bites', 'Irish', 'Cafe']",Irish,+353 1 677 4685,/Restaurant_Review-g186605-d6522141-Reviews-Beanhive-Dublin_County_Dublin.html,0.030303030303030307,33,4.5,2.84586995162172,2.7919792811624515,3.147940250453229,3.45534497527592,2.692579859546421,1.8819751583037447,3.4334912227494185,3.0110663710748486,3.5433523557182527,4.70809196841936,0.748017863324012,2,4.988359627447253,5
One Society,85,Average,"['Italian', 'Irish', 'Pizza']",Italian,+353 1 537 5261,/Restaurant_Review-g186605-d15360635-Reviews-One_Society-Dublin_County_Dublin.html,0.029411764705882356,34,5.0,2.7869898836571325,1.8110135877810496,1.2877937388217755,1.8287341094775065,1.5164345466647944,1.1879133977945624,2.118537137441131,1.6203984265392601,2.173835801054143,2.1403419318582046,0.8751961239401264,1,3.665173921307736,5
SOLE Seafood and Grill,698,Expensive,"['Irish', 'Seafood', 'European']",Seafood,+353 1 544 2300,/Restaurant_Review-g186605-d13536271-Reviews-SOLE_Seafood_and_Grill-Dublin_County_Dublin.html,0.028571428571428567,35,4.5,3.2482170827130665,3.2698856446046736,3.5056607334592784,4.061714706313198,3.5680812862701052,1.1055827662642463,3.3604382180100694,3.6928867855777217,2.985401166781023,3.7376370649439807,1.19439208748521,2,4.988359627447253,5
Pearl Brasserie,1108,Expensive,"['French', 'Irish', 'European']",,+353 1 661 3572,/Restaurant_Review-g186605-d786211-Reviews-Pearl_Brasserie-Dublin_County_Dublin.html,0.027777777777777776,36,4.5,2.4337094758696085,1.8864724872719267,2.360955187839922,2.983724073358037,2.2036205721686666,0.6429780771172103,3.031699696682997,2.355044566850464,4.101303544655483,5.410361813160229,0.5735685896832354,2,4.988359627447253,5
Eatokyo Asian Street Food,68,Average,"['Japanese', 'Sushi', 'Vegetarian Friendly']",Asian,+353 1 878 2612,/Restaurant_Review-g186605-d15319186-Reviews-Eatokyo_Asian_Street_Food-Dublin_County_Dublin.html,0.027027027027027032,37,5.0,3.984217932270408,2.9177441136472466,2.2894110912387124,2.8586001606043125,2.3489868467944857,2.576858293677436,2.4838021611378767,2.503693702264603,3.014385644128412,2.1403419318582046,1.9608052513143737,1,3.665173921307736,5
Queen of Tarts,124,Average,"['Cafe', 'European', 'Vegetarian Friendly']",European,+353 1 670 7499,/Restaurant_Review-g186605-d14775134-Reviews-Queen_of_Tarts-Dublin_County_Dublin.html,0.02631578947368421,38,4.5,3.3954172526245343,2.9428970801442063,2.003234704833873,3.4938446407386037,2.9601859560166788,0.7975989956620635,3.3604382180100694,3.0122948763262056,2.376727142485864,3.556946389272198,3.0170747023749853,8,2.9782626877019576,5
Red Torch Ginger,1622,Average,"['Asian', 'Thai', 'Contemporary']",Asian,+353 1 677 3363,/Restaurant_Review-g186605-d799247-Reviews-Red_Torch_Ginger-Dublin_County_Dublin.html,0.025,40,4.5,3.640750869143648,3.445956410083386,3.577204830060488,3.8980911280967896,3.862117614490512,1.143315966478043,3.616123734597792,3.7813391636753924,2.949170570096788,3.556946389272198,1.6390935116988317,2,4.988359627447253,5
Mister S,81,Average,"['Irish', 'European', 'Grill']",,+353 1 683 5555,/Restaurant_Review-g186605-d19043000-Reviews-Mister_S-Dublin_County_Dublin.html,0.02325581395348837,43,5.0,2.2570692719758467,1.6600957887992955,2.074778801435083,2.7238513314849166,1.8831540121981107,1.5157989962808445,2.0089576303321066,2.1609407371361318,2.7825098253493032,4.70809196841936,0.4777434629902231,2,4.988359627447253,5
Restaurant Patrick Guilbaud,1306,Expensive,"['French', 'European', 'Vegetarian Friendly']",European,+353 1 676 4192,/Restaurant_Review-g186605-d693140-Reviews-Restaurant_Patrick_Guilbaud-Dublin_County_Dublin.html,0.022727272727272728,44,4.5,2.4631495098519016,1.9116254537688857,2.2178669946375025,3.022223738820721,2.167279003512212,0.6249842876456466,2.958646691943648,2.3206464198124808,4.137534141339719,5.410361813160229,0.5827699459313165,2,4.988359627447253,5
Forest Avenue,416,Expensive,"['Irish', 'European', 'Vegetarian Friendly']",,+353 1 667 8337,/Restaurant_Review-g186605-d5292797-Reviews-Forest_Avenue-Dublin_County_Dublin.html,0.021739130434782608,46,4.5,1.7369620049553254,1.106730525866197,1.216249642220566,1.8191091931118355,1.291777576788529,0.6726738517631861,1.4245335924173117,1.4398081545898505,3.115831314844272,4.47928335330697,0.3387768765735159,4,4.262322752328455,5
The Sussex,764,Average,"['Steakhouse', 'Irish', 'European']",Steakhouse,+353 1 538 8100,/Restaurant_Review-g186605-d1943932-Reviews-The_Sussex-Dublin_County_Dublin.html,0.02083333333333333,48,4.5,1.7369620049553254,1.106730525866197,1.1447055456193562,1.7902344440148217,1.271954902975917,0.689283082670919,1.3880070900476371,1.4213805758195024,3.0216317634652587,4.47928335330697,0.3340801789255947,4,4.262322752328455,5
Pickle,717,Average,"['Indian', 'Asian', 'Vegetarian Friendly']",Indian,+353 1 555 7755,/Restaurant_Review-g186605-d10004867-Reviews-Pickle-Dublin_County_Dublin.html,0.020408163265306117,49,4.5,2.158935825368201,1.6349428223023366,1.8601465116314535,2.7238513314849166,1.8104708748852008,1.8926077863167603,2.0089576303321066,2.093372948311523,2.746279228665068,4.70809196841936,0.452251066825739,2,4.988359627447253,5
TGI Fridays,1041,Average,"['American', 'Bar', 'Central American']",American,+353 1 672 8975,/Restaurant_Review-g186605-d3832757-Reviews-TGI_Fridays-Dublin_County_Dublin.html,0.02,50,4.0,2.8360566069609554,2.8674381806533287,3.362572540256859,3.667093135320684,2.7850856706719433,3.349915781780666,3.506544227488768,3.0737201388940316,3.369445491633922,4.70809196841936,0.7929097850053861,2,4.988359627447253,4
The Little Kitchen,498,Average,"['Irish', 'European', 'Vegetarian Friendly']",,+353 6697844,/Restaurant_Review-g186605-d8457840-Reviews-The_Little_Kitchen-Dublin_County_Dublin.html,0.0196078431372549,51,4.5,1.6682685923299736,1.006118659878361,1.0731614490181465,1.665110531261098,1.2190944394756191,0.6726738517631861,1.2784275829386134,1.3316996924704758,2.7970020640229976,2.296336391197892,0.31961943855210084,4,4.262322752328455,5
Las Tapas de Lola,1216,Average,"['Mediterranean', 'European', 'Spanish']",European,+353 1 424 4100,/Restaurant_Review-g186605-d4234586-Reviews-Las_Tapas_de_Lola-Dublin_County_Dublin.html,0.019230769230769232,52,4.5,2.6790430923887225,2.138002152241517,2.8617638640483904,2.92597457516401,2.2168356880437408,0.9029422592400718,2.629908170616576,2.4729810709806896,2.7897559446861497,4.70809196841936,0.5971794149117875,2,4.988359627447253,5
Damascus Gate,730,Average,"['Lebanese', 'Mediterranean', 'Middle Eastern']",Middle Eastern,+353 1 475 2000,/Restaurant_Review-g186605-d3814223-Reviews-Damascus_Gate-Dublin_County_Dublin.html,0.018867924528301886,53,4.5,1.7762153835983836,1.3582601908357872,1.7170583184290342,2.5602277532685087,1.6618008212906137,2.1201998618864977,1.753272113744384,1.909097160608044,2.7535253480019146,2.398029109025621,0.4157488283092285,2,4.988359627447253,5
The Bakehouse,866,Average,"['Irish', 'Cafe', 'European']",,+353 1 873 4279,/Restaurant_Review-g186605-d2201173-Reviews-The_Bakehouse-Dublin_County_Dublin.html,0.018518518518518517,54,4.5,1.7565886942768545,1.2828012913449105,1.4308819320241952,2.4736035059774695,1.615547915727853,2.1201998618864977,1.753272113744384,1.871013497815992,2.746279228665068,2.398029109025621,0.4094816211924417,2,4.988359627447253,5
I Monelli,590,Average,"['Italian', 'Mediterranean', 'European']",Italian,+353 1 454 6057,/Restaurant_Review-g186605-d6542415-Reviews-I_Monelli-Dublin_County_Dublin.html,0.017857142857142856,56,4.5,1.2266680825955691,0.6288241624239755,1.216249642220566,1.578486283970058,1.1497150811314782,0.6014211457415918,1.497586597156661,1.2579893773890842,1.3550243159904158,2.3714179635189905,0.3495627902113618,8,2.9782626877019576,5
Wuff,641,Average,"['Irish', 'Cafe', 'International']",,+353 1 633 7959,/Restaurant_Review-g186605-d3387184-Reviews-Wuff-Dublin_County_Dublin.html,0.017543859649122806,57,4.5,1.8547221408845,1.5091779898175417,1.0731614490181465,1.7517347785521376,1.3380304823512892,1.1511738081720502,1.8628516208534083,1.359955313251676,0.7753347690426444,1.6895028538020893,3.0170747023749853,7,3.4450864854590377,5
Green Nineteen,718,Average,"['Irish', 'Bar', 'Cafe']",Irish,+353 1 478 9626,/Restaurant_Review-g186605-d1604392-Reviews-Green_Nineteen-Dublin_County_Dublin.html,0.017241379310344827,58,4.5,2.4238961312088443,1.735554688290173,2.360955187839922,2.7431011642162595,2.038431623730236,1.2834926366975732,2.19159014218048,2.2358795574688797,2.7970020640229976,4.70809196841936,0.5033574207243617,2,4.988359627447253,5
Darwins Restaurant,1126,Average,"['Steakhouse', 'Irish', 'International']",Steakhouse,+353 1 475 7511,/Restaurant_Review-g186605-d2296705-Reviews-Darwins_Restaurant-Dublin_County_Dublin.html,0.016666666666666666,60,4.5,3.2187770487307725,2.8674381806533287,2.8617638640483904,3.8307167135370914,2.963489734985448,0.8701079952677055,3.3604382180100694,3.218683758554102,2.7897559446861497,3.7376370649439807,1.1204818147469298,8,2.9782626877019576,5
Sheehan's,818,Average,"['Irish', 'Bar', 'Pub']",Irish,+353 1 677 1914,/Restaurant_Review-g186605-d715997-Reviews-Sheehan_s-Dublin_County_Dublin.html,0.016129032258064516,62,4.5,3.06176353415854,3.244732678107714,3.6487489266616984,3.936590793559474,3.2046655997055566,1.587637811270458,3.6526502369674665,3.426301146033356,3.239015343570673,3.7376370649439807,0.9449596566919594,2,4.988359627447253,5
Ginger Man,780,Average,"['Irish', 'Bar', 'Pub']",Irish,+353 1 676 6388,/Restaurant_Review-g186605-d696230-Reviews-Ginger_Man-Dublin_County_Dublin.html,0.015873015873015872,63,4.5,2.4238961312088443,2.5152966496959017,2.9333079606496,2.8297254115072987,2.002090055073781,0.5939566988972812,3.104752701422347,2.014748612224705,3.833197129192139,4.775867576613491,0.9540548605713348,2,4.988359627447253,5
Amuse Restaurant,337,Expensive,"['European', 'Vegetarian Friendly', 'Gluten Free Options']",European,+353 1 639 4889,/Restaurant_Review-g186605-d6845328-Reviews-Amuse_Restaurant-Dublin_County_Dublin.html,0.015625,64,4.5,2.816429917639426,2.7919792811624515,3.147940250453229,3.4264702261789064,2.6298080591398176,1.7357076589537133,3.470017725119093,2.938584561244814,3.5578445943919474,4.70809196841936,0.7325570591584557,2,4.988359627447253,5
Bunsen,1245,Cheap,"['American', 'Fast food', 'Gluten Free Options']",American,+353 1 552 5408,/Restaurant_Review-g186605-d4310813-Reviews-Bunsen-Dublin_County_Dublin.html,0.015151515151515154,66,4.5,0.8439476408257514,0.3269885644604673,0.42926457960725856,0.9528667202014376,0.6310217830348055,0.8792429873440069,0.5844240379147947,0.8439831076819344,1.1231484972113073,2.2648231925716202,0.23084427098823765,6,3.2442425394411707,5
Eatokyo Noodles and Sushi Bar,323,Average,"['Japanese', 'Sushi', 'Asian']",Asian,+353 1 534 8576,/Restaurant_Review-g186605-d10301565-Reviews-Eatokyo_Noodles_and_Sushi_Bar-Dublin_County_Dublin.html,0.01492537313432836,67,4.5,3.9547778982881137,3.4962623430773037,2.432499284441132,3.8403416299027633,3.62754930770794,1.3729163040084698,3.616123734597792,3.6019773969773388,2.7317869899913734,3.556946389272198,3.0170747023749853,2,4.988359627447253,5
The Old Storehouse Bar & Restaurant,4332,Average,"['Irish', 'Bar', 'European']",,+353 1 607 4003,/Restaurant_Review-g186605-d2338313-Reviews-The_Old_Storehouse_Bar_Restaurant-Dublin_County_Dublin.html,0.014705882352941175,68,4.5,3.905711174984291,3.6471801420590575,3.07639615385202,3.753717382611723,3.81916848789652,1.2093558778991575,3.616123734597792,3.721142406358922,2.775263706012456,3.556946389272198,3.0170747023749853,2,4.988359627447253,5
Platform 61,433,Average,"['Irish', 'European', 'Healthy']",,+353 1 558 3932,/Restaurant_Review-g186605-d8626951-Reviews-Platform_61-Dublin_County_Dublin.html,0.014492753623188406,69,4.5,3.1697103254269496,3.09381487912596,3.2194843470544394,4.0328399572161855,3.3632469902064503,1.0771433381931403,3.3239117156403952,3.5712647656934258,3.0216317634652587,3.7376370649439807,1.1147680807946168,2,4.988359627447253,5
IL VICOLETTO,1744,Average,"['Italian', 'Steakhouse', 'Seafood']",Steakhouse,+353 1 670 8633,/Restaurant_Review-g186605-d1485765-Reviews-IL_VICOLETTO-Dublin_County_Dublin.html,0.014285714285714284,70,4.5,3.886084485662762,3.571721242568181,2.8617638640483904,3.7055928007833683,3.8918516252094286,0.9127835917658492,3.3239117156403952,3.818194321216088,2.7535253480019146,3.556946389272198,2.7744172902779813,2,4.988359627447253,5
Devitt's Pub,385,Cheap,"['Irish', 'Bar', 'Pub']",Irish,+353 1 475 3414,/Restaurant_Review-g186605-d1596199-Reviews-Devitt_s_Pub-Dublin_County_Dublin.html,0.014084507042253518,71,4.5,2.4631495098519016,1.735554688290173,2.432499284441132,2.714226415119246,2.068165634449153,1.0983330432067755,2.19159014218048,2.276420230763646,2.630341319275513,4.70809196841936,0.5202403143041606,8,2.9782626877019576,5
F.X. Buckley Steakhouse at The Bull & Castle,1916,Average,"['Steakhouse', 'Irish', 'Bar']",Steakhouse,+353 1 475 1122,/Restaurant_Review-g186605-d809965-Reviews-F_X_Buckley_Steakhouse_at_The_Bull_Castle-Dublin_County_Dublin.html,0.013888888888888888,72,4.5,3.2482170827130665,2.5907555491867797,2.2178669946375025,3.330221062522196,2.5835551535770573,0.7544855364370869,3.6526502369674665,2.7162251107492827,2.239050875085768,3.7376370649439807,2.569776663408716,8,2.9782626877019576,5
Umi Falafel,1008,Cheap,"['Lebanese', 'Fast food', 'Mediterranean']",Middle Eastern,+353 1 670 6866,/Restaurant_Review-g186605-d5003310-Reviews-Umi_Falafel-Dublin_County_Dublin.html,0.0136986301369863,73,4.5,0.7556275388788704,0.3018355979635083,0.28617638640483906,1.0298660511268058,0.5979839933471194,0.5351303165783812,0.5844240379147947,0.8624106864522824,0.9419955137901288,2.292463506428602,0.257365436703699,6,3.2442425394411707,5
Fish Shack Cafe,1414,Average,"['Irish', 'Seafood', 'European']",Seafood,+353 1 544 0700,/Restaurant_Review-g186605-d10093910-Reviews-Fish_Shack_Cafe-Dublin_County_Dublin.html,0.013513513513513514,74,4.5,3.797764383715881,2.9428970801442063,2.432499284441132,3.8210917971714218,3.2707411790809293,0.96818375195973,3.3239117156403952,3.305907631400416,2.5506340065701947,3.556946389272198,3.0170747023749853,2,4.988359627447253,5
La Maison,845,Average,"['French', 'Irish', 'European']",,+353 1 672 7258,/Restaurant_Review-g186605-d1511879-Reviews-La_Maison-Dublin_County_Dublin.html,0.013333333333333334,75,4.5,3.3365371846599468,3.2195797116107547,3.5056607334592784,4.003965208119172,3.6804097712082378,1.0403465160809522,3.3604382180100694,3.7272849326157047,2.9346783314230933,3.7376370649439807,1.2677942073840676,2,4.988359627447253,5
Baan Thai Ballsbridge,428,Average,"['Asian', 'Thai', 'Vegetarian Friendly']",Asian,+353 1 660 8833,/Restaurant_Review-g186605-d785562-Reviews-Baan_Thai_Ballsbridge-Dublin_County_Dublin.html,0.013157894736842105,76,4.5,0.7556275388788704,0.6791300954178936,0.14308819320241953,0.8373677238133844,0.515389519127904,0.19066111450089165,0.6209505402844693,0.5270287528319504,1.7100841634959258,2.9245301565680624,0.3196073021939489,4,4.262322752328455,5
